Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,FraudFound,ClaimedAmount
Feb,1,Friday,Toyota,Urban,Feb,1,Male,Single,38,Policy Holder,Sedan - Collision,1,0,8683,15,400,2,more than 30,more than 30,2 to 4,7 years,Yes,Yes,External,none,no change,1 vehicle,1995,2,0,5758
Feb,2,Monday,Pontiac,Urban,Feb,2,Female,Single,43,Policy Holder,Sedan - Collision,1,2,8684,14,400,2,more than 30,more than 30,2 to 4,5 years,No,No,External,more than 5,no change,1 vehicle,1995,2,0,6192
Dec,3,Sunday,Honda,Urban,Dec,3,Male,Married,58,Third Party,Sport - Collision,0,5,8685,16,400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,1995,2,0,5776
Jan,3,Friday,Toyota,Urban,Jan,3,Male,Married,34,Third Party,Sedan - Collision,1,1,8686,11,400,3,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,1995,2,0,5898
Jan,3,Sunday,Toyota,Urban,Jan,4,Male,Married,50,Policy Holder,Sedan - Collision,1,1,8687,11,400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,1995,2,0,4207
Jan,3,Saturday,Chevrolet,Urban,Jan,3,Male,Married,29,Policy Holder,Sedan - Collision,1,1,8688,7,400,2,more than 30,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,1995,2,0,4817
Jan,2,Thursday,Toyota,Urban,Jan,3,Female,Single,51,Policy Holder,Sedan - All Perils,1,0,8689,7,400,3,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,1995,1,0,5752
Jan,2,Tuesday,Saab,Urban,Jan,2,Male,Married,27,Policy Holder,Sedan - All Perils,1,2,8690,13,400,2,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1995,1,0,6212
Dec,4,Friday,Mazda,Urban,Jan,1,Female,Single,31,Third Party,Sedan - Collision,1,1,8691,10,400,3,more than 30,more than 30,1,6 years,No,No,External,1 to 2,no change,1 vehicle,1995,2,0,6277
Dec,3,Monday,Accura,Urban,Dec,5,Male,Single,36,Policy Holder,Utility - All Perils,2,5,8692,14,400,1,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1995,1,1,5543
Jan,4,Friday,Pontiac,Urban,Jan,4,Male,Married,38,Policy Holder,Sedan - All Perils,1,0,8693,9,400,3,more than 30,more than 30,none,more than 7,No,No,External,1 to 2,no change,3 to 4,1995,1,0,6593
Dec,3,Monday,Toyota,Urban,Dec,3,Female,Married,26,Policy Holder,Sedan - Collision,1,2,8694,12,400,2,more than 30,more than 30,2 to 4,5 years,No,No,External,more than 5,no change,1 vehicle,1995,2,1,5831
Jan,1,Wednesday,Chevrolet,Urban,Jan,2,Male,Married,29,Policy Holder,Sedan - Liability,0,2,8695,6,400,3,more than 30,more than 30,2 to 4,6 years,No,No,External,none,4 to 8 years,2 vehicles,1995,0,0,4259
Jan,1,Saturday,Mazda,Rural,Feb,1,Male,Married,49,Policy Holder,Sedan - Liability,0,1,8696,16,400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,1995,0,0,4973
Dec,2,Friday,Chevrolet,Urban,Jan,3,Male,Married,31,Policy Holder,Utility - Liability,2,5,8697,1,400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,1995,0,0,5068
Dec,3,Tuesday,Honda,Urban,Jan,2,Male,Married,80,Policy Holder,Sedan - All Perils,1,0,8698,9,400,4,more than 30,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,1995,1,0,5774
Dec,3,Monday,Pontiac,Urban,Jan,2,Male,Married,47,Third Party,Sedan - Collision,1,2,8699,5,400,1,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,1995,2,0,5248
Dec,4,Tuesday,Honda,Rural,Jan,2,Male,Single,0,Policy Holder,Sedan - Collision,1,5,8700,8,400,2,more than 30,more than 30,none,new,No,No,External,none,no change,1 vehicle,1995,2,0,5910
Dec,4,Monday,Honda,Urban,Jan,1,Male,Single,0,Policy Holder,Sedan - Collision,1,5,8701,9,400,2,more than 30,more than 30,1,new,No,No,External,none,no change,1 vehicle,1995,2,0,6117
Dec,5,Thursday,Mazda,Urban,Jan,1,Male,Married,27,Third Party,Sedan - All Perils,1,5,8702,10,400,2,more than 30,more than 30,2 to 4,5 years,No,No,External,3 to 5,no change,1 vehicle,1995,1,0,6905
Dec,3,Monday,Pontiac,Urban,Jan,1,Male,Married,34,Policy Holder,Sedan - All Perils,1,1,8703,12,400,1,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1995,1,1,5707
Dec,3,Monday,Saab,Urban,Dec,5,Male,Single,34,Policy Holder,Sedan - All Perils,1,2,8704,15,400,2,more than 30,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,1995,1,1,5782
Dec,5,Thursday,Honda,Urban,Jan,1,Male,Married,46,Third Party,Sedan - All Perils,1,1,8705,7,400,3,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,1995,1,0,6539
Dec,5,Friday,Honda,Urban,Jan,1,Male,Married,30,Policy Holder,Sedan - Liability,0,1,8706,14,400,1,more than 30,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,1995,0,0,4800
Jan,1,Saturday,Toyota,Urban,Jan,1,Male,Married,31,Policy Holder,Sedan - Liability,0,1,8707,16,400,3,more than 30,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,1995,0,0,4812
Jan,1,Sunday,Honda,Urban,Jan,2,Female,Married,56,Policy Holder,Sedan - Liability,0,1,8708,15,400,4,more than 30,more than 30,1,more than 7,No,No,External,1 to 2,no change,1 vehicle,1995,0,0,5026
Jan,1,Monday,Pontiac,Urban,Jan,1,Male,Married,54,Policy Holder,Sedan - All Perils,1,1,8709,7,400,4,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,1995,1,0,5632
Jan,1,Saturday,Pontiac,Urban,Jan,2,Male,Married,38,Third Party,Sedan - All Perils,1,2,8710,11,400,1,more than 30,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,1995,1,0,6730
Jan,1,Sunday,Pontiac,Rural,Feb,1,Male,Married,49,Policy Holder,Sedan - All Perils,1,2,8711,15,400,1,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,1995,1,0,4964
Dec,5,Friday,Toyota,Urban,Jan,1,Female,Married,43,Third Party,Sedan - All Perils,1,1,8712,10,700,2,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1995,1,0,5390
Jan,1,Monday,Pontiac,Urban,Jan,1,Male,Single,26,Policy Holder,Sedan - Liability,0,2,8713,14,400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1995,0,0,5722
Jan,1,Tuesday,Toyota,Urban,Jan,2,Male,Married,26,Policy Holder,Sedan - All Perils,1,1,8714,12,400,2,more than 30,more than 30,1,6 years,No,No,External,3 to 5,no change,1 vehicle,1995,1,0,6536
Dec,3,Tuesday,Toyota,Urban,Dec,4,Male,Single,22,Policy Holder,Sedan - Liability,0,1,8715,6,400,3,more than 30,more than 30,2 to 4,4 years,No,No,External,3 to 5,no change,1 vehicle,1995,0,1,6099
Jan,1,Thursday,Mazda,Urban,Jan,2,Male,Single,31,Policy Holder,Sedan - Collision,1,1,8716,14,400,4,more than 30,more than 30,2 to 4,6 years,No,No,External,none,4 to 8 years,2 vehicles,1995,2,0,4649
Jan,1,Thursday,Chevrolet,Urban,Jan,2,Male,Married,60,Policy Holder,Sedan - All Perils,1,2,8717,3,400,2,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,1995,1,0,4733
Jan,2,Monday,Porche,Urban,Jan,4,Male,Single,44,Policy Holder,Sedan - Liability,0,5,8718,14,400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,1995,0,0,5107
Jan,2,Tuesday,Saturn,Urban,Jan,3,Male,Single,26,Policy Holder,Sedan - Liability,0,2,8719,10,400,4,more than 30,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,1995,0,0,5113
Jan,2,Sunday,Toyota,Urban,Jan,2,Male,Married,47,Third Party,Sedan - All Perils,1,1,8720,11,400,4,more than 30,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,1995,1,0,4946
Jan,2,Sunday,Chevrolet,Urban,Jan,2,Male,Married,77,Third Party,Sedan - Liability,0,4,8721,9,400,3,more than 30,more than 30,2 to 4,more than 7,No,No,Internal,more than 5,no change,1 vehicle,1995,0,0,5065
Jan,2,Wednesday,Pontiac,Urban,Jan,4,Male,Single,61,Policy Holder,Utility - All Perils,2,3,8722,16,500,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,2 to 3 years,1 vehicle,1995,1,0,5341
Jan,2,Wednesday,Toyota,Urban,Jan,3,Male,Married,47,Policy Holder,Sedan - All Perils,1,0,8723,1,400,4,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,1995,1,0,6581
Jan,3,Saturday,Honda,Urban,Jan,3,Male,Married,53,Policy Holder,Sedan - Collision,1,3,8724,14,400,2,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,1995,2,0,6159
Jan,3,Monday,Honda,Urban,Jan,3,Male,Married,38,Policy Holder,Sedan - Liability,0,1,8725,12,400,3,more than 30,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,1995,0,0,4374
Jan,3,Wednesday,Honda,Urban,Jan,3,Male,Single,33,Third Party,Sedan - Collision,1,1,8726,1,400,1,more than 30,more than 30,none,6 years,No,No,External,more than 5,no change,1 vehicle,1995,2,0,4793
Jan,3,Wednesday,Chevrolet,Urban,Jan,3,Female,Married,47,Policy Holder,Sedan - Liability,0,5,8727,10,400,1,more than 30,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,1995,0,0,5525
Jan,4,Monday,Pontiac,Urban,Jan,4,Female,Married,33,Policy Holder,Sedan - Liability,0,5,8728,5,400,1,more than 30,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,1995,0,0,6086
Jan,4,Saturday,Chevrolet,Urban,Jan,4,Male,Married,45,Policy Holder,Sedan - Collision,1,1,8729,9,400,3,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1995,2,0,7813
Jan,5,Saturday,Accura,Urban,Feb,2,Male,Married,72,Policy Holder,Utility - All Perils,2,5,8730,10,400,4,more than 30,more than 30,none,7 years,No,No,External,3 to 5,no change,1 vehicle,1995,1,0,5705
Jan,5,Sunday,Honda,Urban,Feb,1,Male,Married,64,Policy Holder,Sedan - Collision,1,1,8731,6,400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,1995,2,0,5644
Feb,1,Tuesday,Mazda,Urban,Feb,2,Male,Married,51,Policy Holder,Sedan - Collision,1,2,8732,6,400,4,more than 30,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,1995,2,0,6049
Feb,3,Wednesday,Honda,Urban,Feb,4,Male,Single,0,Policy Holder,Sedan - Liability,0,5,8733,9,400,1,more than 30,more than 30,2 to 4,new,No,No,External,none,no change,1 vehicle,1995,0,0,5594
Feb,3,Wednesday,Toyota,Urban,Feb,3,Male,Married,44,Policy Holder,Sedan - All Perils,1,5,8734,3,400,1,more than 30,more than 30,1,7 years,No,No,External,none,no change,5 to 8,1995,1,0,6704
Dec,3,Tuesday,Toyota,Rural,Dec,3,Female,Married,31,Third Party,Sedan - Collision,1,1,8735,6,400,2,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,1995,2,0,4637
Dec,3,Tuesday,Mazda,Urban,Jan,1,Male,Married,29,Third Party,Sedan - All Perils,1,2,8736,16,400,1,more than 30,more than 30,more than 4,6 years,No,No,External,more than 5,no change,1 vehicle,1995,1,0,5523
Jan,1,Monday,Pontiac,Urban,Jan,4,Male,Single,35,Policy Holder,Sedan - All Perils,1,2,8737,9,400,3,more than 30,more than 30,none,7 years,No,No,External,none,1 year,2 vehicles,1995,1,0,6860
Jan,1,Thursday,Chevrolet,Urban,Jan,2,Male,Married,53,Policy Holder,Sedan - Liability,0,2,8738,12,400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,1995,0,0,5579
Jan,1,Friday,Ford,Urban,Jan,2,Male,Married,59,Policy Holder,Sedan - Collision,1,5,8739,6,400,3,more than 30,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,1995,2,0,4576
Jan,1,Friday,Pontiac,Urban,Jan,2,Male,Married,51,Third Party,Sedan - All Perils,1,2,8740,13,400,1,more than 30,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,1995,1,0,5776
Jan,1,Thursday,Pontiac,Urban,Jan,4,Male,Single,25,Policy Holder,Sedan - All Perils,1,0,8741,13,400,2,more than 30,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,1995,1,0,6527
Dec,4,Wednesday,Honda,Urban,Jan,2,Female,Married,51,Third Party,Sedan - Collision,1,1,8742,1,400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,1 to 2,no change,1 vehicle,1995,2,0,5024
Jan,2,Monday,Toyota,Urban,Jan,2,Male,Married,51,Policy Holder,Sedan - Collision,1,1,8743,16,700,1,more than 30,more than 30,none,more than 7,No,No,External,3 to 5,no change,1 vehicle,1995,2,0,4877
Jan,2,Monday,Toyota,Urban,Mar,2,Male,Single,54,Policy Holder,Sedan - Collision,1,1,8744,9,400,2,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,1995,2,0,6188
Jan,2,Sunday,Honda,Urban,Jan,2,Male,Single,33,Policy Holder,Sedan - All Perils,1,1,8745,13,400,4,more than 30,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,1995,1,0,6168
Jan,2,Wednesday,Toyota,Urban,Jan,2,Female,Single,28,Policy Holder,Sedan - Collision,1,1,8746,7,400,4,more than 30,more than 30,none,4 years,No,No,External,none,no change,1 vehicle,1995,2,0,4752
Jan,2,Wednesday,Honda,Urban,Jan,2,Male,Married,40,Policy Holder,Sedan - Liability,0,1,8747,10,400,2,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,1995,0,0,5259
Dec,4,Thursday,Toyota,Urban,Dec,5,Female,Married,37,Policy Holder,Sedan - Collision,1,0,8748,14,400,3,more than 30,more than 30,1,7 years,Yes,No,External,none,no change,1 vehicle,1995,2,1,5786
Jan,2,Friday,Mazda,Urban,Jan,3,Male,Married,39,Third Party,Sedan - Collision,1,5,8749,4,400,4,more than 30,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,1995,2,0,4823
Jan,3,Monday,Pontiac,Urban,Jan,3,Male,Single,26,Policy Holder,Sedan - Liability,0,1,8750,2,400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1995,0,0,5798
Jan,3,Thursday,Pontiac,Urban,Jan,3,Male,Married,44,Policy Holder,Sedan - Liability,0,1,8751,3,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1995,0,0,5177
Jan,3,Thursday,Toyota,Urban,Jan,4,Male,Married,40,Third Party,Sedan - All Perils,1,1,8752,11,400,2,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1995,1,0,5155
Jan,4,Monday,Honda,Urban,Jan,4,Male,Married,26,Third Party,Sedan - Collision,1,1,8753,8,400,3,more than 30,more than 30,1,6 years,No,No,External,1 to 2,no change,1 vehicle,1995,2,0,5875
Jan,4,Friday,Toyota,Urban,Feb,1,Male,Married,62,Policy Holder,Sedan - Liability,0,1,8754,3,400,4,more than 30,more than 30,none,6 years,No,No,External,3 to 5,no change,1 vehicle,1995,0,0,6038
Dec,4,Thursday,Toyota,Urban,Jan,4,Male,Married,30,Third Party,Sedan - All Perils,1,5,8755,10,400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1995,1,0,5712
Feb,1,Saturday,Honda,Urban,Feb,2,Male,Married,38,Policy Holder,Sedan - All Perils,1,1,8756,16,400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1995,1,0,6134
Feb,2,Friday,Toyota,Urban,Feb,2,Male,Single,31,Policy Holder,Sedan - All Perils,1,1,8757,1,400,3,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,1995,1,0,6524
Feb,2,Thursday,Toyota,Urban,Feb,3,Female,Married,51,Policy Holder,Sedan - All Perils,1,1,8758,7,400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,3 to 5,4 to 8 years,2 vehicles,1995,1,0,6305
Feb,2,Monday,Mazda,Urban,Feb,3,Female,Single,52,Policy Holder,Sedan - Collision,1,1,8759,6,400,3,more than 30,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,1995,2,0,5251
Feb,4,Tuesday,Pontiac,Urban,Feb,4,Male,Married,57,Policy Holder,Sedan - Collision,1,2,8760,16,400,3,more than 30,more than 30,1,more than 7,No,No,External,3 to 5,no change,1 vehicle,1995,2,0,6097
Nov,2,Wednesday,Honda,Urban,Nov,2,Male,Single,54,Third Party,Sedan - Collision,1,2,8761,12,400,3,more than 30,more than 30,1,more than 7,No,No,External,1 to 2,no change,1 vehicle,1995,2,0,6079
Sep,4,Friday,Mazda,Rural,Sep,4,Female,Married,31,Policy Holder,Sedan - Liability,0,1,8762,10,400,4,more than 30,more than 30,none,6 years,No,No,External,3 to 5,no change,1 vehicle,1995,0,0,5440
Sep,4,Thursday,Pontiac,Urban,Sep,5,Male,Single,33,Third Party,Sedan - All Perils,1,1,8763,11,400,1,more than 30,more than 30,2 to 4,5 years,No,No,External,1 to 2,no change,1 vehicle,1995,1,0,6352
Apr,2,Tuesday,Mazda,Urban,Apr,3,Male,Married,42,Policy Holder,Sedan - Collision,1,1,8764,1,400,4,more than 30,more than 30,1,6 years,No,No,External,1 to 2,no change,1 vehicle,1995,2,0,5214
Feb,4,Wednesday,Pontiac,Urban,Mar,3,Female,Married,36,Policy Holder,Sedan - Collision,1,2,8765,6,400,4,more than 30,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,1995,2,0,5555
Feb,4,Thursday,Ford,Urban,Feb,4,Male,Single,32,Policy Holder,Sedan - Liability,0,2,8766,12,400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1995,0,0,4433
Feb,4,Tuesday,Honda,Urban,Feb,4,Male,Single,34,Policy Holder,Sedan - Liability,0,1,8767,16,400,1,more than 30,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,1995,0,0,4280
Feb,3,Sunday,Toyota,Urban,Feb,3,Female,Single,32,Policy Holder,Sedan - All Perils,1,0,8768,6,400,4,more than 30,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,1995,1,0,5800
Feb,3,Monday,Pontiac,Urban,Feb,4,Male,Single,31,Policy Holder,Sedan - Liability,0,1,8769,16,400,3,more than 30,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,1995,0,0,4525
Dec,4,Friday,Pontiac,Urban,Jan,2,Male,Married,44,Policy Holder,Sedan - All Perils,1,0,8770,7,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,1 to 2,no change,1 vehicle,1995,1,1,5976
Feb,3,Friday,Nisson,Urban,Mar,1,Male,Married,28,Policy Holder,Sedan - Liability,0,2,8771,4,400,4,more than 30,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,1995,0,0,6048
Feb,3,Sunday,Pontiac,Urban,Feb,4,Male,Married,51,Policy Holder,Sedan - Collision,1,1,8772,2,400,2,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,1995,2,0,4734
Feb,3,Saturday,Toyota,Urban,Feb,3,Male,Married,48,Policy Holder,Sedan - Liability,0,2,8773,9,500,4,more than 30,more than 30,more than 4,more than 7,No,No,External,more than 5,2 to 3 years,1 vehicle,1995,0,0,5628
Feb,2,Monday,Chevrolet,Rural,Feb,3,Male,Single,24,Policy Holder,Sedan - Collision,1,1,8774,8,400,3,more than 30,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,1995,2,0,5784
Feb,3,Tuesday,Mercury,Urban,Feb,4,Male,Married,34,Policy Holder,Sedan - Collision,1,1,8775,11,400,2,more than 30,more than 30,2 to 4,5 years,No,No,External,none,no change,3 to 4,1995,2,0,5415
Feb,2,Friday,Mazda,Urban,Feb,2,Male,Single,40,Policy Holder,Sedan - Collision,1,2,8776,11,400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,1995,2,0,5229
Feb,2,Tuesday,Toyota,Urban,Feb,2,Female,Married,42,Policy Holder,Sedan - Collision,1,2,8777,14,400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1995,2,0,5288
Feb,2,Wednesday,Mazda,Urban,Feb,2,Male,Single,48,Policy Holder,Sedan - Liability,0,5,8778,15,400,3,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,1995,0,0,4162
Feb,1,Saturday,Dodge,Urban,Feb,2,Male,Single,31,Policy Holder,Sedan - Collision,1,1,8779,9,400,2,more than 30,more than 30,none,6 years,No,No,External,none,4 to 8 years,2 vehicles,1995,2,0,6131
Jan,4,Wednesday,Pontiac,Rural,Feb,2,Male,Married,39,Policy Holder,Sedan - All Perils,1,1,8780,1,400,2,more than 30,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,1995,1,0,6375
Jan,3,Thursday,Mazda,Urban,Jan,3,Female,Married,26,Policy Holder,Sedan - All Perils,1,1,8781,7,400,4,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1995,1,0,6055
Jan,2,Thursday,Honda,Urban,Jan,3,Male,Married,50,Policy Holder,Sedan - Collision,1,1,8782,3,400,1,more than 30,more than 30,more than 4,5 years,No,No,External,1 to 2,no change,1 vehicle,1995,2,0,5099
Jan,2,Monday,Pontiac,Urban,Mar,1,Male,Married,72,Policy Holder,Sedan - All Perils,1,1,8783,6,400,3,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1995,1,0,5439
Dec,4,Tuesday,Toyota,Urban,Feb,4,Male,Married,50,Policy Holder,Sedan - All Perils,1,1,8784,2,400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,1995,1,0,4894
Dec,4,Saturday,Toyota,Urban,Feb,2,Male,Married,46,Policy Holder,Sedan - All Perils,1,5,8785,8,400,4,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,1995,1,1,4846
Oct,1,Saturday,Toyota,Urban,Oct,1,Female,Single,27,Third Party,Sedan - Collision,1,1,8786,5,400,2,more than 30,more than 30,2 to 4,2 years,No,Yes,External,none,no change,1 vehicle,1995,2,0,6615
Mar,2,Monday,Honda,Urban,Mar,2,Female,Single,30,Policy Holder,Sedan - Liability,0,1,8787,7,400,1,more than 30,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,1995,0,0,5001
Feb,4,Monday,Mazda,Urban,Feb,4,Male,Married,41,Third Party,Sedan - Liability,0,2,8788,16,400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,1995,0,0,5677
Feb,4,Monday,Pontiac,Urban,Feb,4,Female,Married,46,Policy Holder,Sedan - Liability,0,2,8789,1,400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,1995,0,0,4140
Feb,3,Thursday,Chevrolet,Urban,Feb,3,Female,Married,28,Third Party,Sedan - Liability,0,5,8790,12,400,1,more than 30,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,1995,0,0,5316
Feb,3,Tuesday,Pontiac,Urban,Mar,1,Female,Married,54,Policy Holder,Sedan - Collision,1,1,8791,16,400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,1995,2,0,5689
Feb,2,Wednesday,Ford,Urban,Feb,2,Male,Married,62,Policy Holder,Sedan - All Perils,1,2,8792,15,400,3,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,1995,1,0,6044
Feb,2,Monday,Pontiac,Urban,Feb,2,Male,Married,32,Policy Holder,Sedan - All Perils,1,1,8793,4,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,1 to 2,no change,1 vehicle,1995,1,0,6046
Jan,5,Monday,Pontiac,Urban,Feb,1,Female,Single,29,Third Party,Sedan - Collision,1,0,8794,4,400,1,more than 30,more than 30,none,5 years,No,No,External,1 to 2,no change,1 vehicle,1995,2,0,6564
Jan,5,Monday,Toyota,Urban,Feb,3,Female,Married,39,Third Party,Sedan - All Perils,1,1,8795,8,400,2,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,1995,1,0,4876
Jan,5,Saturday,Chevrolet,Urban,Feb,2,Male,Married,79,Third Party,Sedan - All Perils,1,2,8796,1,400,3,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,1995,1,0,5424
Jan,5,Friday,Mazda,Urban,Jan,5,Male,Married,45,Policy Holder,Sedan - Collision,1,1,8797,14,400,3,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1995,2,0,7134
Jan,4,Wednesday,Pontiac,Urban,Jan,4,Male,Single,46,Third Party,Sedan - Collision,1,1,8798,9,400,2,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,1995,2,0,4744
Jan,4,Wednesday,Pontiac,Urban,Jan,4,Male,Single,29,Policy Holder,Sedan - Liability,0,1,8799,14,400,2,more than 30,more than 30,more than 4,6 years,No,No,External,more than 5,no change,1 vehicle,1995,0,0,5675
Jan,4,Friday,Toyota,Urban,Jan,4,Male,Married,28,Third Party,Sedan - Liability,0,1,8800,15,400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,none,4 to 8 years,2 vehicles,1995,0,0,5349
Jan,3,Saturday,Mercury,Urban,Jan,3,Male,Married,30,Policy Holder,Sedan - All Perils,1,5,8801,4,400,4,more than 30,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,1995,1,0,6049
Jan,2,Wednesday,Mazda,Urban,Jan,2,Female,Single,54,Policy Holder,Sedan - Collision,1,1,8802,11,400,2,more than 30,more than 30,more than 4,more than 7,No,No,External,none,no change,1 vehicle,1995,2,0,5919
Jan,2,Sunday,Honda,Urban,Jan,2,Male,Single,0,Policy Holder,Sedan - Liability,0,5,8803,14,400,1,more than 30,more than 30,2 to 4,new,No,No,External,none,no change,1 vehicle,1995,0,0,5814
Jan,1,Wednesday,Pontiac,Urban,Jan,3,Female,Single,33,Third Party,Sedan - Liability,0,1,8804,7,400,4,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,1995,0,0,4336
Jan,1,Saturday,Pontiac,Rural,May,3,Male,Married,48,Policy Holder,Sedan - Collision,1,1,8805,9,700,2,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1995,2,0,5341
